20260831
CODIGO FIGURA;NOME FIGURA;CALCULADA;COD CAMPO;NOME CAMPO;DESC CAMPO;TAMANHO;QTD DECIMAIS;OBRIGATORIO;DOMINIO
01;COE001001 - Call;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
01;COE001001 - Call;S;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
01;COE001001 - Call;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
01;COE001001 - Call;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
01;COE001001 - Call;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
01;COE001001 - Call;S;C0000004;Data para fixing;DATA;10;;N;
01;COE001001 - Call;S;C0000005;Data inicial para fixing;DATA;10;;N;
01;COE001001 - Call;S;C0000006;Data final para fixing;DATA;10;;N;
01;COE001001 - Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
01;COE001001 - Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
01;COE001001 - Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
01;COE001001 - Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
01;COE001001 - Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
01;COE001001 - Call;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
01;COE001001 - Call;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
01;COE001001 - Call;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
01;COE001001 - Call;S;C000070;Quantidade 1;NUMERICO;12;8;N;
02;COE001002 - Put;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
02;COE001002 - Put;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
02;COE001002 - Put;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
02;COE001002 - Put;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
02;COE001002 - Put;S;C0000004;Data para fixing;DATA;10;;N;
02;COE001002 - Put;S;C0000005;Data inicial para fixing;DATA;10;;N;
02;COE001002 - Put;S;C0000006;Data final para fixing;DATA;10;;N;
02;COE001002 - Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
02;COE001002 - Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
02;COE001002 - Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
02;COE001002 - Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
02;COE001002 - Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
02;COE001002 - Put;S;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
02;COE001002 - Put;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
02;COE001002 - Put;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
02;COE001002 - Put;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
02;COE001002 - Put;S;C000070;Quantidade 1;NUMERICO;12;8;N;
03;COE001003 - Call KO;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
03;COE001003 - Call KO;S;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
03;COE001003 - Call KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
03;COE001003 - Call KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
03;COE001003 - Call KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
03;COE001003 - Call KO;S;C0000004;Data para fixing;DATA;10;;N;
03;COE001003 - Call KO;S;C0000005;Data inicial para fixing;DATA;10;;N;
03;COE001003 - Call KO;S;C0000006;Data final para fixing;DATA;10;;N;
03;COE001003 - Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
03;COE001003 - Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
03;COE001003 - Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
03;COE001003 - Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
03;COE001003 - Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
03;COE001003 - Call KO;S;C0000009;Rebate no Cenário de Alta(%);NUMERICO;4;4;S;
03;COE001003 - Call KO;S;C0000010;Período de pagamento;DOMINIO;10;;S;Ato
03;COE001003 - Call KO;S;C0000010;Período de pagamento;DOMINIO;10;;S;Vencimento
03;COE001003 - Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Media
03;COE001003 - Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Ajuste
03;COE001003 - Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Mínimo
03;COE001003 - Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Maximo
03;COE001003 - Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Fechamento
03;COE001003 - Call KO;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
03;COE001003 - Call KO;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
03;COE001003 - Call KO;S;C0000013;Data inicial para verificação;DATA;10;;N;
03;COE001003 - Call KO;S;C0000014;Data final para verificação;DATA;10;;N;
03;COE001003 - Call KO;S;C0000028;Barreira cenário de alta (%);NUMERICO;4;8;S;
03;COE001003 - Call KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
03;COE001003 - Call KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
03;COE001003 - Call KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
03;COE001003 - Call KO;S;C000070;Quantidade 1;NUMERICO;12;8;N;
04;COE001004 - Put KO;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
04;COE001004 - Put KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
04;COE001004 - Put KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
04;COE001004 - Put KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
04;COE001004 - Put KO;S;C0000004;Data para fixing;DATA;10;;N;
04;COE001004 - Put KO;S;C0000005;Data inicial para fixing;DATA;10;;N;
04;COE001004 - Put KO;S;C0000006;Data final para fixing;DATA;10;;N;
04;COE001004 - Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
04;COE001004 - Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
04;COE001004 - Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
04;COE001004 - Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
04;COE001004 - Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
04;COE001004 - Put KO;S;C0000010;Período de pagamento;DOMINIO;10;;S;Ato
04;COE001004 - Put KO;S;C0000010;Período de pagamento;DOMINIO;10;;S;Vencimento
04;COE001004 - Put KO;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
04;COE001004 - Put KO;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
04;COE001004 - Put KO;S;C0000013;Data inicial para verificação;DATA;10;;N;
04;COE001004 - Put KO;S;C0000014;Data final para verificação;DATA;10;;N;
04;COE001004 - Put KO;S;C0000016;Rebate no Cenário de Baixa(%);NUMERICO;4;4;S;
04;COE001004 - Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Fechamento
04;COE001004 - Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Ajuste
04;COE001004 - Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Media
04;COE001004 - Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Maximo
04;COE001004 - Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Mínimo
04;COE001004 - Put KO;S;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
04;COE001004 - Put KO;S;C0000029;Barreira cenário de baixa (%);NUMERICO;4;8;S;
04;COE001004 - Put KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
04;COE001004 - Put KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
04;COE001004 - Put KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
04;COE001004 - Put KO;S;C000070;Quantidade 1;NUMERICO;12;8;N;
05;COE001005 - Call Spread;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
05;COE001005 - Call Spread;S;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
05;COE001005 - Call Spread;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
05;COE001005 - Call Spread;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
05;COE001005 - Call Spread;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
05;COE001005 - Call Spread;S;C0000004;Data para fixing;DATA;10;;N;
05;COE001005 - Call Spread;S;C0000005;Data inicial para fixing;DATA;10;;N;
05;COE001005 - Call Spread;S;C0000006;Data final para fixing;DATA;10;;N;
05;COE001005 - Call Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
05;COE001005 - Call Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
05;COE001005 - Call Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
05;COE001005 - Call Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
05;COE001005 - Call Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
05;COE001005 - Call Spread;S;C0000032;Limitador cenário de alta (%);NUMERICO;4;8;S;
05;COE001005 - Call Spread;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
05;COE001005 - Call Spread;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
05;COE001005 - Call Spread;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
05;COE001005 - Call Spread;S;C000070;Quantidade 1;NUMERICO;12;8;N;
06;COE001006 - Put Spread;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
06;COE001006 - Put Spread;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
06;COE001006 - Put Spread;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
06;COE001006 - Put Spread;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
06;COE001006 - Put Spread;S;C0000004;Data para fixing;DATA;10;;N;
06;COE001006 - Put Spread;S;C0000005;Data inicial para fixing;DATA;10;;N;
06;COE001006 - Put Spread;S;C0000006;Data final para fixing;DATA;10;;N;
06;COE001006 - Put Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
06;COE001006 - Put Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
06;COE001006 - Put Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
06;COE001006 - Put Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
06;COE001006 - Put Spread;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
06;COE001006 - Put Spread;S;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
06;COE001006 - Put Spread;S;C0000027;Limitador cenario de baixa (%);NUMERICO;4;8;S;
06;COE001006 - Put Spread;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
06;COE001006 - Put Spread;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
06;COE001006 - Put Spread;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
06;COE001006 - Put Spread;S;C000070;Quantidade 1;NUMERICO;12;8;N;
07;COE001007 - Straddle;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
07;COE001007 - Straddle;S;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
07;COE001007 - Straddle;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
07;COE001007 - Straddle;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
07;COE001007 - Straddle;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
07;COE001007 - Straddle;S;C0000004;Data para fixing;DATA;10;;N;
07;COE001007 - Straddle;S;C0000005;Data inicial para fixing;DATA;10;;N;
07;COE001007 - Straddle;S;C0000006;Data final para fixing;DATA;10;;N;
07;COE001007 - Straddle;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
07;COE001007 - Straddle;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
07;COE001007 - Straddle;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
07;COE001007 - Straddle;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
07;COE001007 - Straddle;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
07;COE001007 - Straddle;S;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
07;COE001007 - Straddle;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
07;COE001007 - Straddle;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
07;COE001007 - Straddle;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
07;COE001007 - Straddle;S;C000070;Quantidade 1;NUMERICO;12;8;N;
08;COE001008 - Straddle Call KO;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
08;COE001008 - Straddle Call KO;S;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
08;COE001008 - Straddle Call KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
08;COE001008 - Straddle Call KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
08;COE001008 - Straddle Call KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
08;COE001008 - Straddle Call KO;S;C0000004;Data para fixing;DATA;10;;N;
08;COE001008 - Straddle Call KO;S;C0000005;Data inicial para fixing;DATA;10;;N;
08;COE001008 - Straddle Call KO;S;C0000006;Data final para fixing;DATA;10;;N;
08;COE001008 - Straddle Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
08;COE001008 - Straddle Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
08;COE001008 - Straddle Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
08;COE001008 - Straddle Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
08;COE001008 - Straddle Call KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
08;COE001008 - Straddle Call KO;S;C0000009;Rebate no Cenário de Alta(%);NUMERICO;4;4;S;
08;COE001008 - Straddle Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Media
08;COE001008 - Straddle Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Fechamento
08;COE001008 - Straddle Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Maximo
08;COE001008 - Straddle Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Mínimo
08;COE001008 - Straddle Call KO;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Ajuste
08;COE001008 - Straddle Call KO;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
08;COE001008 - Straddle Call KO;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
08;COE001008 - Straddle Call KO;S;C0000013;Data inicial para verificação;DATA;10;;N;
08;COE001008 - Straddle Call KO;S;C0000014;Data final para verificação;DATA;10;;N;
08;COE001008 - Straddle Call KO;S;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
08;COE001008 - Straddle Call KO;S;C0000028;Barreira cenário de alta (%);NUMERICO;4;8;S;
08;COE001008 - Straddle Call KO;S;C0000072;Opções Dependentes;DOMINIO;0;;S;SIM
08;COE001008 - Straddle Call KO;S;C0000072;Opções Dependentes;DOMINIO;0;;S;NÃO
08;COE001008 - Straddle Call KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
08;COE001008 - Straddle Call KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
08;COE001008 - Straddle Call KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
08;COE001008 - Straddle Call KO;S;C000070;Quantidade 1;NUMERICO;12;8;N;
09;COE001009 - Straddle Put KO;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
09;COE001009 - Straddle Put KO;S;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
09;COE001009 - Straddle Put KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
09;COE001009 - Straddle Put KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
09;COE001009 - Straddle Put KO;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
09;COE001009 - Straddle Put KO;S;C0000004;Data para fixing;DATA;10;;N;
09;COE001009 - Straddle Put KO;S;C0000005;Data inicial para fixing;DATA;10;;N;
09;COE001009 - Straddle Put KO;S;C0000006;Data final para fixing;DATA;10;;N;
09;COE001009 - Straddle Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
09;COE001009 - Straddle Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
09;COE001009 - Straddle Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
09;COE001009 - Straddle Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
09;COE001009 - Straddle Put KO;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
09;COE001009 - Straddle Put KO;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
09;COE001009 - Straddle Put KO;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
09;COE001009 - Straddle Put KO;S;C0000013;Data inicial para verificação;DATA;10;;N;
09;COE001009 - Straddle Put KO;S;C0000014;Data final para verificação;DATA;10;;N;
09;COE001009 - Straddle Put KO;S;C0000016;Rebate no Cenário de Baixa(%);NUMERICO;4;4;S;
09;COE001009 - Straddle Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Fechamento
09;COE001009 - Straddle Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Media
09;COE001009 - Straddle Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Maximo
09;COE001009 - Straddle Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Mínimo
09;COE001009 - Straddle Put KO;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Ajuste
09;COE001009 - Straddle Put KO;S;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
09;COE001009 - Straddle Put KO;S;C0000029;Barreira cenário de baixa (%);NUMERICO;4;8;S;
09;COE001009 - Straddle Put KO;S;C0000072;Opções Dependentes;DOMINIO;0;;S;SIM
09;COE001009 - Straddle Put KO;S;C0000072;Opções Dependentes;DOMINIO;0;;S;NÃO
09;COE001009 - Straddle Put KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
09;COE001009 - Straddle Put KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
09;COE001009 - Straddle Put KO;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
09;COE001009 - Straddle Put KO;S;C000070;Quantidade 1;NUMERICO;12;8;N;
10;COE001010 - Straddle KO Call Put;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
10;COE001010 - Straddle KO Call Put;S;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
10;COE001010 - Straddle KO Call Put;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
10;COE001010 - Straddle KO Call Put;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
10;COE001010 - Straddle KO Call Put;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
10;COE001010 - Straddle KO Call Put;S;C0000004;Data para fixing;DATA;10;;N;
10;COE001010 - Straddle KO Call Put;S;C0000005;Data inicial para fixing;DATA;10;;N;
10;COE001010 - Straddle KO Call Put;S;C0000006;Data final para fixing;DATA;10;;N;
10;COE001010 - Straddle KO Call Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
10;COE001010 - Straddle KO Call Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
10;COE001010 - Straddle KO Call Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
10;COE001010 - Straddle KO Call Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
10;COE001010 - Straddle KO Call Put;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
10;COE001010 - Straddle KO Call Put;S;C0000009;Rebate no Cenário de Alta(%);NUMERICO;4;4;S;
10;COE001010 - Straddle KO Call Put;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Ajuste
10;COE001010 - Straddle KO Call Put;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Mínimo
10;COE001010 - Straddle KO Call Put;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Media
10;COE001010 - Straddle KO Call Put;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Fechamento
10;COE001010 - Straddle KO Call Put;S;C0000011;Tipo de cotação para verificação de barreira cenario de alta;DOMINIO;10;;S;Maximo
10;COE001010 - Straddle KO Call Put;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
10;COE001010 - Straddle KO Call Put;S;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
10;COE001010 - Straddle KO Call Put;S;C0000013;Data inicial para verificação;DATA;10;;N;
10;COE001010 - Straddle KO Call Put;S;C0000014;Data final para verificação;DATA;10;;N;
10;COE001010 - Straddle KO Call Put;S;C0000016;Rebate no Cenário de Baixa(%);NUMERICO;4;4;S;
10;COE001010 - Straddle KO Call Put;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Fechamento
10;COE001010 - Straddle KO Call Put;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Maximo
10;COE001010 - Straddle KO Call Put;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Mínimo
10;COE001010 - Straddle KO Call Put;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Ajuste
10;COE001010 - Straddle KO Call Put;S;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Media
10;COE001010 - Straddle KO Call Put;S;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
10;COE001010 - Straddle KO Call Put;S;C0000028;Barreira cenário de alta (%);NUMERICO;4;8;S;
10;COE001010 - Straddle KO Call Put;S;C0000029;Barreira cenário de baixa (%);NUMERICO;4;8;S;
10;COE001010 - Straddle KO Call Put;S;C0000072;Opções Dependentes;DOMINIO;0;;S;SIM
10;COE001010 - Straddle KO Call Put;S;C0000072;Opções Dependentes;DOMINIO;0;;S;NÃO
10;COE001010 - Straddle KO Call Put;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
10;COE001010 - Straddle KO Call Put;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
10;COE001010 - Straddle KO Call Put;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
10;COE001010 - Straddle KO Call Put;S;C000070;Quantidade 1;NUMERICO;12;8;N;
11;COE001011 - Digital Call;S;C0000001;Strike 1(%);NUMERICO;4;8;S;
11;COE001011 - Digital Call;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
11;COE001011 - Digital Call;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
11;COE001011 - Digital Call;S;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
11;COE001011 - Digital Call;S;C0000004;Data para fixing;DATA;10;;N;
11;COE001011 - Digital Call;S;C0000005;Data inicial para fixing;DATA;10;;N;
11;COE001011 - Digital Call;S;C0000006;Data final para fixing;DATA;10;;N;
11;COE001011 - Digital Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
11;COE001011 - Digital Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
11;COE001011 - Digital Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
11;COE001011 - Digital Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
11;COE001011 - Digital Call;S;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
11;COE001011 - Digital Call;S;C0000019;Remuneração adicional;DOMINIO;10;;S;NO PERIODO
11;COE001011 - Digital Call;S;C0000019;Remuneração adicional;DOMINIO;10;;S;PRE252-LIN
11;COE001011 - Digital Call;S;C0000019;Remuneração adicional;DOMINIO;10;;S;DI
11;COE001011 - Digital Call;S;C0000019;Remuneração adicional;DOMINIO;10;;S;Pré
11;COE001011 - Digital Call;S;C0000020;Remunerador flutuante adicional (%);NUMERICO;4;4;N;
11;COE001011 - Digital Call;S;C0000021;Cupom remunerador adicional (%);NUMERICO;9;4;N;
11;COE001011 - Digital Call;S;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
