20260831
CODIGO FIGURA;NOME FIGURA;CALCULADA;COD CAMPO;NOME CAMPO;DESC CAMPO;TAMANHO;QTD DECIMAIS;OBRIGATORIO;DOMINIO
56;COE001056 - Double Call KO + CallSpread;N;C0000053;Tipo de Cotação para Liquidação 1;DOMINIO;0;;S;Ajuste
56;COE001056 - Double Call KO + CallSpread;N;C0000100;Barreira cenário de alta 2 (%);NUMERICO;4;8;S;
56;COE001056 - Double Call KO + CallSpread;N;C0000101;Rebate no Cenário de Alta 2 (%);NUMERICO;4;4;S;
56;COE001056 - Double Call KO + CallSpread;N;C0000125;Período de verificação das barreiras;DOMINIO;0;;S;Americana
56;COE001056 - Double Call KO + CallSpread;N;C0000125;Período de verificação das barreiras;DOMINIO;0;;S;Européia
56;COE001056 - Double Call KO + CallSpread;N;C0000167;Participação cenário de alta 3 (%);NUMERICO;6;4;S;
56;COE001056 - Double Call KO + CallSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
56;COE001056 - Double Call KO + CallSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
56;COE001056 - Double Call KO + CallSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
56;COE001056 - Double Call KO + CallSpread;N;C000070;Quantidade 1;NUMERICO;12;8;N;
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-24
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-25
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-26
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-27
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-28
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-29
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-30
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D0
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-1
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-2
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-3
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-4
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-5
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-6
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-7
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-8
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-9
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-10
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-11
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-12
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-13
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-14
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-15
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-16
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-17
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-18
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-19
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-20
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-21
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-22
57;COE001057 - Retorno Condicional 2;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-23
58;COE001058 - Put KI + Callspread;N;C0000001;Strike 1(%);NUMERICO;4;8;S;
58;COE001058 - Put KI + Callspread;N;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
58;COE001058 - Put KI + Callspread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
58;COE001058 - Put KI + Callspread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
58;COE001058 - Put KI + Callspread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
58;COE001058 - Put KI + Callspread;N;C0000004;Data para fixing;DATA;10;;N;
58;COE001058 - Put KI + Callspread;N;C0000005;Data inicial para fixing;DATA;10;;N;
58;COE001058 - Put KI + Callspread;N;C0000006;Data final para fixing;DATA;10;;N;
58;COE001058 - Put KI + Callspread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
58;COE001058 - Put KI + Callspread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
58;COE001058 - Put KI + Callspread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
58;COE001058 - Put KI + Callspread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
58;COE001058 - Put KI + Callspread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
58;COE001058 - Put KI + Callspread;N;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
58;COE001058 - Put KI + Callspread;N;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
58;COE001058 - Put KI + Callspread;N;C0000013;Data inicial para verificação;DATA;10;;N;
58;COE001058 - Put KI + Callspread;N;C0000014;Data final para verificação;DATA;10;;N;
58;COE001058 - Put KI + Callspread;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Ajuste
58;COE001058 - Put KI + Callspread;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Mínimo
58;COE001058 - Put KI + Callspread;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Maximo
58;COE001058 - Put KI + Callspread;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Media
58;COE001058 - Put KI + Callspread;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Fechamento
58;COE001058 - Put KI + Callspread;N;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
58;COE001058 - Put KI + Callspread;N;C0000026;Rebate KI(%);NUMERICO;4;4;S;
58;COE001058 - Put KI + Callspread;N;C0000032;Limitador cenário de alta (%);NUMERICO;4;8;S;
58;COE001058 - Put KI + Callspread;N;C0000033;Barreira KI (%);NUMERICO;4;8;S;
58;COE001058 - Put KI + Callspread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
58;COE001058 - Put KI + Callspread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
58;COE001058 - Put KI + Callspread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
58;COE001058 - Put KI + Callspread;N;C000070;Quantidade 1;NUMERICO;12;8;N;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000001;Strike 1(%);NUMERICO;4;8;S;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000004;Data para fixing;DATA;10;;N;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000005;Data inicial para fixing;DATA;10;;N;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000006;Data final para fixing;DATA;10;;N;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000013;Data inicial para verificação;DATA;10;;N;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000014;Data final para verificação;DATA;10;;N;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Media
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Maximo
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Mínimo
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Ajuste
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Fechamento
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000022;Strike 2(%);NUMERICO;4;8;S;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000026;Rebate KI(%);NUMERICO;4;4;S;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000033;Barreira KI (%);NUMERICO;4;8;S;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000034;Rebate KO(%);NUMERICO;4;4;S;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000169;Tem KO Condicional?;DOMINIO;0;;S;NÃO
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000169;Tem KO Condicional?;DOMINIO;0;;S;SIM
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000170;Tipo de Cesta da Call;DOMINIO;0;;S;Best Of
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000170;Tipo de Cesta da Call;DOMINIO;0;;S;Worst Of
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000170;Tipo de Cesta da Call;DOMINIO;0;;S;Standard
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000171;Tipo de Cesta da Put KI;DOMINIO;0;;S;Best Of
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000171;Tipo de Cesta da Put KI;DOMINIO;0;;S;Standard
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C0000171;Tipo de Cesta da Put KI;DOMINIO;0;;S;Worst Of
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C000070;Quantidade 1;NUMERICO;12;8;N;
59;COE001059 - CCall KO Cond + VPut KI Double Bkt;N;C000071;Quantidade 2;NUMERICO;12;8;N;
60;COE001060- CCallSpread + VPutSpread;N;C0000001;Strike 1(%);NUMERICO;4;8;S;
60;COE001060- CCallSpread + VPutSpread;N;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
60;COE001060- CCallSpread + VPutSpread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
60;COE001060- CCallSpread + VPutSpread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
60;COE001060- CCallSpread + VPutSpread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
60;COE001060- CCallSpread + VPutSpread;N;C0000004;Data para fixing;DATA;10;;N;
60;COE001060- CCallSpread + VPutSpread;N;C0000005;Data inicial para fixing;DATA;10;;N;
60;COE001060- CCallSpread + VPutSpread;N;C0000006;Data final para fixing;DATA;10;;N;
60;COE001060- CCallSpread + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
60;COE001060- CCallSpread + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
60;COE001060- CCallSpread + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
60;COE001060- CCallSpread + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
60;COE001060- CCallSpread + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
60;COE001060- CCallSpread + VPutSpread;N;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
60;COE001060- CCallSpread + VPutSpread;N;C0000022;Strike 2(%);NUMERICO;4;8;S;
60;COE001060- CCallSpread + VPutSpread;N;C0000027;Limitador cenario de baixa (%);NUMERICO;4;8;S;
60;COE001060- CCallSpread + VPutSpread;N;C0000032;Limitador cenário de alta (%);NUMERICO;4;8;S;
60;COE001060- CCallSpread + VPutSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
60;COE001060- CCallSpread + VPutSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
60;COE001060- CCallSpread + VPutSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
60;COE001060- CCallSpread + VPutSpread;N;C000070;Quantidade 1;NUMERICO;12;8;N;
60;COE001060- CCallSpread + VPutSpread;N;C000071;Quantidade 2;NUMERICO;12;8;N;
61;COE001061- CCall + VPutSpread;N;C0000001;Strike 1(%);NUMERICO;4;8;S;
61;COE001061- CCall + VPutSpread;N;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
61;COE001061- CCall + VPutSpread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
61;COE001061- CCall + VPutSpread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
61;COE001061- CCall + VPutSpread;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
61;COE001061- CCall + VPutSpread;N;C0000004;Data para fixing;DATA;10;;N;
61;COE001061- CCall + VPutSpread;N;C0000005;Data inicial para fixing;DATA;10;;N;
61;COE001061- CCall + VPutSpread;N;C0000006;Data final para fixing;DATA;10;;N;
61;COE001061- CCall + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
61;COE001061- CCall + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
61;COE001061- CCall + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
61;COE001061- CCall + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
61;COE001061- CCall + VPutSpread;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
61;COE001061- CCall + VPutSpread;N;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
61;COE001061- CCall + VPutSpread;N;C0000022;Strike 2(%);NUMERICO;4;8;S;
61;COE001061- CCall + VPutSpread;N;C0000027;Limitador cenario de baixa (%);NUMERICO;4;8;S;
61;COE001061- CCall + VPutSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
61;COE001061- CCall + VPutSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
61;COE001061- CCall + VPutSpread;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
61;COE001061- CCall + VPutSpread;N;C000070;Quantidade 1;NUMERICO;12;8;N;
61;COE001061- CCall + VPutSpread;N;C000071;Quantidade 2;NUMERICO;12;8;N;
62;COE001062 - Straddle CS + Put KO;N;C0000001;Strike 1(%);NUMERICO;4;8;S;
62;COE001062 - Straddle CS + Put KO;N;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
62;COE001062 - Straddle CS + Put KO;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
62;COE001062 - Straddle CS + Put KO;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
62;COE001062 - Straddle CS + Put KO;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
62;COE001062 - Straddle CS + Put KO;N;C0000004;Data para fixing;DATA;10;;N;
62;COE001062 - Straddle CS + Put KO;N;C0000005;Data inicial para fixing;DATA;10;;N;
62;COE001062 - Straddle CS + Put KO;N;C0000006;Data final para fixing;DATA;10;;N;
62;COE001062 - Straddle CS + Put KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
62;COE001062 - Straddle CS + Put KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
62;COE001062 - Straddle CS + Put KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
62;COE001062 - Straddle CS + Put KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
62;COE001062 - Straddle CS + Put KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
62;COE001062 - Straddle CS + Put KO;N;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
62;COE001062 - Straddle CS + Put KO;N;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
62;COE001062 - Straddle CS + Put KO;N;C0000013;Data inicial para verificação;DATA;10;;N;
62;COE001062 - Straddle CS + Put KO;N;C0000014;Data final para verificação;DATA;10;;N;
62;COE001062 - Straddle CS + Put KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Media
62;COE001062 - Straddle CS + Put KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Fechamento
62;COE001062 - Straddle CS + Put KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Maximo
62;COE001062 - Straddle CS + Put KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Mínimo
62;COE001062 - Straddle CS + Put KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Ajuste
62;COE001062 - Straddle CS + Put KO;N;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
62;COE001062 - Straddle CS + Put KO;N;C0000029;Barreira cenário de baixa (%);NUMERICO;4;8;S;
62;COE001062 - Straddle CS + Put KO;N;C0000032;Limitador cenário de alta (%);NUMERICO;4;8;S;
62;COE001062 - Straddle CS + Put KO;N;C0000034;Rebate KO(%);NUMERICO;4;4;S;
62;COE001062 - Straddle CS + Put KO;N;C0000048;Quantidade 1;NUMERICO;10;4;N;
62;COE001062 - Straddle CS + Put KO;N;C0000072;Opções Dependentes;DOMINIO;0;;S;SIM
62;COE001062 - Straddle CS + Put KO;N;C0000072;Opções Dependentes;DOMINIO;0;;S;NÃO
62;COE001062 - Straddle CS + Put KO;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
62;COE001062 - Straddle CS + Put KO;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
62;COE001062 - Straddle CS + Put KO;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
63;COE001063 - Straddle PS + Call KO;N;C0000001;Strike 1(%);NUMERICO;4;8;S;
63;COE001063 - Straddle PS + Call KO;N;C0000002;Participação cenário de alta (%);NUMERICO;6;4;S;
63;COE001063 - Straddle PS + Call KO;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Data única
63;COE001063 - Straddle PS + Call KO;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;Janela de datas
63;COE001063 - Straddle PS + Call KO;N;C0000003;Período de captura do ativo subjacente para liquidação;DOMINIO;10;;S;MAIS DATAS
63;COE001063 - Straddle PS + Call KO;N;C0000004;Data para fixing;DATA;10;;N;
63;COE001063 - Straddle PS + Call KO;N;C0000005;Data inicial para fixing;DATA;10;;N;
63;COE001063 - Straddle PS + Call KO;N;C0000006;Data final para fixing;DATA;10;;N;
63;COE001063 - Straddle PS + Call KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
63;COE001063 - Straddle PS + Call KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
63;COE001063 - Straddle PS + Call KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
63;COE001063 - Straddle PS + Call KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
63;COE001063 - Straddle PS + Call KO;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
63;COE001063 - Straddle PS + Call KO;N;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Americana
63;COE001063 - Straddle PS + Call KO;N;C0000012;Periodo de verificação de barreiras;DOMINIO;10;;S;Européia
63;COE001063 - Straddle PS + Call KO;N;C0000013;Data inicial para verificação;DATA;10;;N;
63;COE001063 - Straddle PS + Call KO;N;C0000014;Data final para verificação;DATA;10;;N;
63;COE001063 - Straddle PS + Call KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Media
63;COE001063 - Straddle PS + Call KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Fechamento
63;COE001063 - Straddle PS + Call KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Maximo
63;COE001063 - Straddle PS + Call KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Mínimo
63;COE001063 - Straddle PS + Call KO;N;C0000017;Tipo de cotação para verificação de barreira cenario de baixa;DOMINIO;10;;S;Ajuste
63;COE001063 - Straddle PS + Call KO;N;C0000018;Participação cenário de baixa (%);NUMERICO;6;4;S;
63;COE001063 - Straddle PS + Call KO;N;C0000027;Limitador cenario de baixa (%);NUMERICO;4;8;S;
63;COE001063 - Straddle PS + Call KO;N;C0000028;Barreira cenário de alta (%);NUMERICO;4;8;S;
63;COE001063 - Straddle PS + Call KO;N;C0000034;Rebate KO(%);NUMERICO;4;4;S;
63;COE001063 - Straddle PS + Call KO;N;C0000048;Quantidade 1;NUMERICO;10;4;N;
63;COE001063 - Straddle PS + Call KO;N;C0000072;Opções Dependentes;DOMINIO;0;;S;SIM
63;COE001063 - Straddle PS + Call KO;N;C0000072;Opções Dependentes;DOMINIO;0;;S;NÃO
63;COE001063 - Straddle PS + Call KO;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Máximo do período
63;COE001063 - Straddle PS + Call KO;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Média do período
63;COE001063 - Straddle PS + Call KO;N;C0000168;Tipo de Fixing para Vencimento;DOMINIO;20;;N;Mínimo do período
64;COE001064 - Call com Participação;N;C0000001;Strike 1(%);NUMERICO;4;8;S;
64;COE001064 - Call com Participação;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Fechamento
64;COE001064 - Call com Participação;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Media
64;COE001064 - Call com Participação;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Maximo
64;COE001064 - Call com Participação;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Mínimo
64;COE001064 - Call com Participação;N;C0000007;Tipo de Cotação para Liquidação;DOMINIO;0;;S;Ajuste
64;COE001064 - Call com Participação;N;C0000109;Participação Indexador 1 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000110;Participação Indexador 2 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000128;Data de Observação 1;DATA;0;;S;
64;COE001064 - Call com Participação;N;C0000129;Data de Observação 2;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000130;Data de Observação 3;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000131;Data de Observação 4;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000132;Data de Observação 5;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000133;Data de Observação 6;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000134;Data de Observação 7;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000135;Data de Observação 8;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000136;Data de Observação 9;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000137;Data de Observação 10;DATA;0;;N;
64;COE001064 - Call com Participação;N;C0000172;Participação Indexador 3 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000173;Participação Indexador 4 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000174;Participação Indexador 5 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000175;Participação Indexador 6 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000176;Participação Indexador 7 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000177;Participação Indexador 8 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000178;Participação Indexador 9 (%);NUMERICO;10;8;N;
64;COE001064 - Call com Participação;N;C0000179;Participação Indexador 10 (%);NUMERICO;10;8;N;
